,oracle_id,name,name_ja,banned
31,a149eeb1-007c-435d-9d55-34af205090e0,Acidic Sliver,酸性スリヴァー,False
32,4ccc1ac5-db90-4fc9-9795-7afaf7466c3e,Acidic Soil,酸性土,False
33,6aeba615-2d37-4eb8-a377-41a517e95aa3,Acorn Harvest,ドングリの収穫,False
34,c6d0f1bc-b82a-4e64-a4bc-11ad3f54c71a,Acridian,アクリディアン虫,False
35,205ffa76-ff8e-4405-b21a-42358a9883c2,Active Volcano,活火山,False
36,bd372a53-48f9-4e9a-ab00-0f9c4606d452,Adarkar Sentinel,,False
37,287cd5e8-51e2-42a4-a139-c112ff89706d,Adarkar Unicorn,,False
38,d5ad26cc-2bdb-46b7-b8bf-dd099d5fa09b,Adarkar Wastes,アダーカー荒原,False
39,3745aea4-4455-4859-9772-bcfd14e4067b,Addle,頭の混乱,False
40,831e2185-0bb2-45bb-99cd-d2091bad86f0,Advance Scout,先発の斥候,False
41,ea93acc8-0c1f-42a2-bed3-f385d210d58f,Aegis of Honor,名誉の神盾,False
42,0cf78877-bf08-413c-8ecb-8c3265ac1c4a,Aegis of the Meek,,False
43,d13aff7c-f0ee-44e2-ae1c-62cd86ad46a6,Aerial Caravan,天駆ける隊商,False
44,99dcde0b-4f4d-4d7a-89aa-8a89c256e38f,Aesthir Glider,エイスサーの滑空機,False
45,0fe602b7-9f88-4d3d-af24-7790df867ed5,Aether Barrier,上天の障壁,False
46,1e33f39b-a61a-4a09-a541-16cc1bd53d02,Aether Burst,霊気の噴出,False
47,15e83068-6253-4c65-8679-7295f3dc2075,Aether Charge,霊気の突進,False
48,a3c35742-e306-49b6-b042-db4f685c6f86,Aether Flash,上天の閃光,False
49,6697fe5b-90ac-4321-aa2f-cdc6ec283cb4,Aether Mutation,上天の突然変異,False
50,2577ef8e-d85e-47af-ac34-629f31992751,Aether Rift,上天の裂け目,False
51,61105cb5-d7a1-4021-a006-dd1b947dfa68,Aether Sting,上天の一刺し,False
52,ff4297d3-3d96-4bd6-a606-1bdc20a6df2b,Aether Storm,上天の嵐,False
53,2fbf95b4-bcf4-4b5e-b5dc-0294f2b48d3e,Aether Tide,上天の潮流,False
54,471f6ad3-cf01-42dd-a519-ea8e13039fea,Afflict,苦悩,False
55,056a98aa-f3f7-4ac9-9755-3e8a60a59abb,Afiya Grove,アフィヤの樹,False
56,4c13e2b5-961a-4031-84b1-15bd19b94286,Afterlife,死後の生命,False
57,e6bef0c4-3dfc-49a8-8fec-22b2570b704b,Aftershock,余震,False
58,9023c530-f329-4301-8b24-4cf676194265,Ageless Sentinels,老いざる歩哨,False
59,d2e0d739-b441-4173-a8f1-b831a19ea98e,Agent of Shauku,ショークーの工作員,False
60,099fd4b3-92fd-4b5f-bb4f-eefa6f09700c,Agent of Stromgald,,False
61,20129459-a386-41eb-899d-1aede3427300,Aggravated Assault,追い討ち,False
62,b6c38a2b-2fe8-4080-80ce-cfa12aaf57f0,Aggression,,False
63,43f5a93b-0f8d-48d2-ab9d-275d44cf88b5,Aggressive Urge,攻撃的衝動,False
64,0f5f8b47-d104-4e29-b052-02d730d76ec0,Agility,俊敏,False
65,41681a1f-0777-4b96-8c7e-d6a5d1b1c8fc,Agonizing Demise,苦悶の死,False
66,2ac9d397-10ca-43ce-bff9-45d631553486,Agonizing Memories,苦悶の記憶,False
67,25c8a3b0-c393-4fc6-a373-808cd8e9850c,Air Bladder,浮嚢,False
68,7744bae4-a8b7-44a5-9b4c-0048ad4cc448,Air Elemental,大気の精霊,False
69,7f715f72-5444-4ab3-a6ca-3d5bfd0d4851,Airborne Aid,空からの援助,False
70,25fc274f-d5af-4174-b8e8-c2e65bb4c13f,Airdrop Condor,投げ落とすコンドル,False
71,a3fc6888-0a4b-4e1d-b709-042b8b6b1a04,Akroma's Blessing,アクローマの祝福,False
72,d264903b-d23e-48c8-95f1-cb1606a705a2,Akroma's Devoted,アクローマに仕える者,False
73,ae19dce5-c9fc-4fbe-99b5-dc6a12124a68,Akroma's Vengeance,アクローマの復讐,False
74,107f204c-9fd3-490d-8887-be63d14fc6a4,"Akroma, Angel of Wrath",怒りの天使アクローマ,False
75,c5f50a78-9dc4-4f3c-aa11-b41c8278bc16,Akron Legionnaire,アクロンの軍団兵,False
76,233c6686-ead8-4569-941d-3bfa768ff270,Aku Djinn,アクーのジン,False
77,2392a41a-59d3-4749-be94-4d9df0af9c4c,Alabaster Dragon,純白のドラゴン,False
78,8a8b032e-90b7-4782-b854-b575f316d641,Alabaster Leech,あられ石のヒル,False
79,2fcca686-03c8-4407-9f9f-2b7462470044,Alabaster Potion,純白の秘薬,False
80,f9f52651-cc64-48c5-bc18-cd5f646dfb1f,Alabaster Wall,石膏の壁,False
81,f8273146-f2e5-40ec-ba96-c0a4192caec8,Alaborn Cavalier,アラボーンの騎兵,False
82,69c4429e-a8a4-49c3-bb43-9dce4cc6b90a,Alaborn Grenadier,アラボーンの擲弾兵,False
83,61daa88d-fca4-4019-97f3-568346157ba6,Alaborn Musketeer,アラボーンのマスケット銃兵,False
84,17969b71-9612-45ff-b789-1c033f832154,Alaborn Trooper,アラボーンの強兵,False
85,7d9e905b-5f5c-4dbb-95cb-ccba0a5cbf8d,Alaborn Veteran,アラボーンの古参兵,False
86,0d0d97dd-2653-4d37-b475-ac3b50c5ee53,Alaborn Zealot,アラボーンの盲信者,False
87,9a410f83-ed92-4b55-834a-c7cec8f5d1e2,Aladdin,アラジン,False
88,2aa2f96b-5784-4767-b9ea-b8d9222cb1de,Aladdin's Lamp,アラジンのランプ,False
89,7810915f-df4d-445a-8ba8-fe6ed3abf1ae,Aladdin's Ring,アラジンの指輪,False
90,18e96674-6fd8-4046-a3fe-7ba80138d85d,Alarum,警告の叫び,False
91,02079e18-ac14-4255-95c4-741eb76c4799,Albino Troll,アルビノ・トロール,False
92,da4cab2d-0068-440f-ba7c-f2d4e5fa976e,Aleatory,運まかせ,False
93,0f019387-4684-493f-80c4-de6023096306,Alert Shu Infantry,油断なき蜀の歩兵部隊,False
94,e52eb1a6-fff1-4a47-b434-31a74d76231c,Alexi's Cloak,アレクシーの外套,False
95,3f60de36-ed63-4d08-a012-fc16e91da46d,"Alexi, Zephyr Mage",西風の魔道士アレクシー,False
96,ef3fdfea-330d-4948-94ec-67e344b48086,Ali Baba,アリ・ババ,False
97,3d169bb1-e91b-46d8-9280-797192926314,Aliban's Tower,,False
98,664d982a-5cd8-4289-afb8-fa2e083042c9,Allay,沈静,False
99,399af8ea-7a6f-4f43-bd39-dc29a6e75e06,Alley Grifters,路地のいかさま師,False
100,a5ce2ccd-8c78-4749-8854-cb5fa5f4738e,Allied Strategies,連合戦略,False
101,410b7faf-365c-4b73-a64d-bddbe49cfded,Alloy Golem,合金のゴーレム,False
102,ad218276-a44b-4a61-8e42-26a27929bbbb,Alluring Scent,誘いの匂い,False
103,efd46a6e-a901-4224-8a29-d53a4dc7750c,Alms,喜捨,False
104,f1a76cca-829a-4576-a560-f1af34b80b87,Alpha Kavu,ボス・カヴー,False
105,839fb071-6585-4f3e-a13e-1c14779b401a,Alpha Status,最上位,False
106,607a3f5f-4a36-4077-b5cf-40ffd52fa580,Altar of Bone,,False
107,d64e9152-ef24-4394-aeb0-9c3befc56549,Altar of Dementia,狂気の祭壇,False
108,054c00b4-c940-455a-ad88-b8aa35931ecf,Alter Reality,現実の修正,False
109,44e02e70-07ab-4795-8037-55185bd11d54,Aluren,魔の魅惑,False
110,2df8f253-1d3c-4b1f-8549-93fb90623474,Ambassador Laquatus,ラクァタス大使,False
111,1c69fdcf-ba87-480a-88df-70aa4ec9fff0,Amber Prison,琥珀の牢,False
112,84de4fec-2f38-4293-93d3-b3882c5aac14,Ambition's Cost,野望の代償,False
113,05828c1e-9185-4b70-94fe-753eacdf45a1,Ambush,,False
114,e75b2a97-b28d-43fe-8b1e-ba87a09f339c,Ambush Commander,待ち伏せ司令官,False
115,454ed336-362d-46d9-96d5-8fcaa8a1c543,Ambush Party,待ち伏せ部隊,False
116,2ddbbe65-f928-4b8e-8c4c-a9ce82e2594d,Amok,逆上,False
117,9c9b1871-e776-4373-ba89-e009131cb6f7,Amphibious Kavu,両生カヴー,False
118,79644192-8f99-4d04-b151-6f74a4dbda0a,Amrou Kithkin,アムロー・キスキン,False
119,73a1552e-bbfa-445e-8306-b347354c0364,Amugaba,アムガバ,False
120,8eca999e-f7f8-4354-b419-2df4249c4361,Amulet of Kroog,クルーグの護符,False
121,a06f8476-0a23-413a-bc28-8dc2427fdc2a,Amulet of Quoz,,True
122,945d5351-ce7d-488c-bc63-269ad82b74cb,Amulet of Unmaking,消滅の護符,False
123,7131cdb6-15d0-407e-a7e2-b2a0deef9363,An-Havva Constable,アン＝ハヴァの治安官,False
124,3cd72848-7b99-4d46-96f5-53f297c9d2a0,An-Havva Inn,,False
125,40ae17be-9998-4ee4-9d95-82a08895405f,An-Havva Township,,False
126,f805b100-49b8-4d23-a768-e8de8bb0daa3,An-Zerrin Ruins,,False
127,f543dfcd-015e-48bc-851d-08002d0241fa,Ana Disciple,アナの信奉者,False
128,51f17fe1-1cf7-4362-b9a2-8ec225d41b03,Ana Sanctuary,アナの聖域,False
129,9d2e7422-397a-47d4-9a1e-1957c7db9a18,Anaba Ancestor,,False
130,8c64db66-879e-46ad-9d11-8a95b6cf5d19,Anaba Bodyguard,アナーバのボディガード,False
131,bc416c17-e1f0-4344-8c21-6184cac10205,Anaba Shaman,アナーバのシャーマン,False
132,e9bee79c-144f-41e4-a53d-17df8381f691,Anaba Spirit Crafter,,False
133,3eff03f1-2c5f-4c59-b465-a8c4cd05e1ba,Anaconda,アナコンダ,False
134,82b9ad93-df75-4417-9746-798db8fe6ba0,Anarchist,無政府主義者,False
135,b91ed762-9232-4b77-abf4-97f66637f49c,Anarchy,,False
136,03a4cbe2-cf35-4c2c-b035-666f994ffd09,Anavolver,アナボルバー,False
137,fc2ccab7-cab1-4463-b73d-898070136d74,Ancestor's Chosen,祖神に選ばれし者,False
138,274ce6b0-af29-4afc-873b-b4126a67bd81,Ancestor's Prophet,祖神の預言者,False
139,2786f210-ec64-46ea-9a7f-b03759fb1dae,Ancestral Knowledge,祖先の知識,False
140,db5380ed-ba28-4ea2-abc3-4998e2022903,Ancestral Mask,祖先の仮面,False
141,95a2802a-2621-40c3-84f8-51e8aad7b6f0,Ancestral Memories,祖先の記憶,False
142,380ea3b6-8eb4-466a-8680-ce5cfed9b8c4,Ancestral Tribute,先祖からの貢ぎ物,False
143,78725353-9274-420a-b722-add0f43c444e,Ancient Craving,古えの渇望,False
144,8e1d3722-9bd1-4ab7-b4a5-9265fca3aba9,Ancient Hydra,古代のハイドラ,False
145,598a7347-b772-4839-a02f-b930076c1354,Ancient Kavu,年経たカヴー,False
146,2076b2a7-6e07-4b6d-ae17-c1cfd0961022,Ancient Ooze,古代の軟泥,False
147,1a128c02-febf-4ce6-b4d1-28274b5c4ff0,Ancient Runes,古代ルーン文字,False
148,5f12134c-d626-4a5e-8653-700681a491fc,Ancient Silverback,年経たシルバーバック,False
149,28537019-3061-4efc-8e87-9bb805bf520f,Ancient Spider,年経た蜘蛛,False
150,2160849a-184f-4a49-8931-fd021e16f7cb,Ancient Spring,古き泉,False
151,23467047-6dba-4498-b783-1ebc4f74b8c2,Ancient Tomb,古えの墳墓,False
152,09bfc3b1-cc40-4cb9-87e4-86b0018caa75,Andradite Leech,ざくろ石のヒル,False
153,07eb70cf-e6af-4924-a00d-bdf2c6ba78e1,Angel of Fury,憤怒の天使,False
154,d12cf640-ff60-4935-a2c7-28ab788de42c,Angel of Light,,False
155,a2daaf32-dbfe-4618-892e-0da24f63a44a,Angel of Mercy,慈悲の天使,False
156,248dcf69-b99e-4a71-b9b3-7fd865f873ab,Angel of Retribution,天罰の天使,False
157,f187f766-3696-419e-9865-58023a46446b,Angel's Trumpet,天使のトランペット,False
158,1a587b8d-fcb4-47ca-9689-610897117166,Angelfire Crusader,天使の炎の十字軍,False
159,d3758fca-0522-4b5a-a1cc-3b2b3ab299ba,Angelic Blessing,天使の祝福,False
160,e66b12ff-45da-46dc-9148-bd8ea9b7fde0,Angelic Chorus,天使の合唱,False
161,cca29a9b-794f-4712-8e6c-36ce3da9cb8b,Angelic Curator,天使の学芸員,False
162,37162c6e-ac31-4386-9d1e-76aa66070b35,Angelic Favor,天使の好意,False
163,f7f76abc-8656-4e97-9b7f-7f89ca3e6d93,Angelic Page,天使の従者,False
164,cff434e1-e567-4a80-8dc5-593d70b0f348,Angelic Protector,庇護の天使,False
165,f86bcdde-8b1f-4efa-a01d-39e09dc826d0,Angelic Renewal,蘇生の天使,False
166,05b020fd-21be-495d-ae45-7de3b1224e6d,Angelic Shield,天使の盾,False
167,3485109b-251f-4bef-a069-308031f47912,Angelic Voices,天使の声,False
168,4502b24f-604b-4e36-9168-31c1a1ab4dab,Angelic Wall,天使の壁,False
169,eaabd151-2160-4bff-82c0-3fa88659be98,Anger,憤怒,False
170,967c2c79-7e49-448d-8d30-b2eb08b21d0a,Angry Mob,怒れる群衆,False
171,6fa9debf-c60e-432d-86c8-aed16556c532,Animal Boneyard,獣の墓場,False
172,a1bdf7f1-e3f7-4a13-9cf0-a2394df6cc74,Animal Magnetism,動物の魅了,False
173,2dd7a4dc-902a-4e85-8a3b-c96a898fba86,Animate Artifact,動く秘宝,False
174,c0d8fef4-65f4-4769-982d-b397d2b7e977,Animate Dead,動く死体,False
175,b2bd58ea-b2c6-47f1-b082-7969f093bbc6,Animate Land,動く土地,False
176,c7a6a165-b709-46e0-ae42-6f69a17c0621,Animate Wall,動く壁,False
177,63c1eda1-3e6f-4e9c-adf3-a43164df98bb,Ankh of Mishra,ミシュラのアンク,False
178,5f1f49dd-b7ce-494a-9b4b-ac702d3664c5,Annex,併合,False
179,28f55673-7aa0-497e-8434-aa70df1b5e04,Annihilate,滅殺,False
180,d08e9784-75f7-4164-ac48-d06160f8c56b,Annul,無効,False
181,fcb03c54-5b9a-428d-bbf6-ef8977770c8d,Anoint,清めの儀式,False
182,68f81fcf-2dcf-41b9-ad7c-588149feb12a,Antagonism,反目,False
183,f7536d94-4062-4ccc-a086-1c47954b24c7,Anthroplasm,人もどき,False
184,6f78c1e2-e38f-431b-8864-8aad982e9912,Anti-Magic Aura,抗魔のオーラ,False
185,2cdd85c8-fa60-44ca-bc96-d38f029d2184,Anurid Barkripper,吠え裂きアヌーリッド,False
186,bdecf59c-f8bd-4003-9058-685b70c08837,Anurid Brushhopper,藪跳ねアヌーリッド,False
187,e7dc3d8b-2c79-463d-b862-9f01ccea05fd,Anurid Murkdiver,アヌーリッドの濁り水潜り,False
188,8d4d70c4-0490-4239-ac8f-dd1d1a008f08,Anurid Scavenger,アヌーリッドのゴミあさり,False
189,fd275ea7-9ccc-4148-9b33-392a612486dd,Anurid Swarmsnapper,群れ叩きアヌーリッド,False
190,9deb2a0b-f40c-4d13-8321-41dc41448d24,Anvil of Bogardan,ボガーダンの金床,False
191,09ac5adf-f722-417e-b0fc-7ed0d8c9abd6,Apathy,無気力,False
192,b52f5850-f1aa-412a-bae9-2ce76c287188,Apes of Rath,ラースの猿人,False
193,867aa0b7-b814-4d33-a677-f6368c8e93c0,Aphetto Alchemist,アフェットの錬金術師,False
194,6cb8c627-6b2f-48a7-b2d9-8772defea560,Aphetto Dredging,アフェット式底ざらい,False
195,a3bf5d18-77d5-4881-916c-cc125e621b6e,Aphetto Exterminator,アフェットの駆除屋,False
196,d9d7b7a9-5107-4720-9f92-b49e372372b8,Aphetto Grifter,アフェットのいかさま師,False
197,949eb86a-94b2-4c9f-8040-f4ad8e1a7e33,Aphetto Runecaster,アフェットのルーン術士,False
198,aeba5c63-aa80-4f31-90fb-f404c9a3057d,Aphetto Vulture,アフェットの禿鷹,False
199,82c8f5dd-563d-4fd0-bd43-7ee2001d3777,Apocalypse,黙示録,False
200,995e2412-3f69-4aaf-a5d6-ae0ecbb95061,Apocalypse Chime,,False
201,d1a6aa5f-2ad6-4bc7-82f0-4262f66af730,Apprentice Necromancer,ネクロマンサーの弟子,False
202,e26bf39f-2d1a-4bc1-aed2-d6d4505f1018,Apprentice Sorcerer,魔術師の弟子,False
203,d16d2451-1c21-4a6b-8a4a-40ac8cd9fe08,Apprentice Wizard,魔法使いの弟子,False
204,55de434c-0fb9-4127-81b6-47c1c0b088fe,Aquamoeba,アクアミーバ,False
205,5acc8b39-3c3e-4012-8cfd-ac3c2c4ca982,Arc Lightning,弧状の稲妻,False
206,011bb6cc-f1a1-4790-befc-373acabf63b8,Arc Mage,弧炎の魔道士,False
207,8ead94c5-8447-4f20-87ec-efdccde689fc,Arcades Sabboth,アルカデス・サボス,False
208,ab1cc360-b9de-48d9-9983-4dfe4a7d2a37,Arcane Denial,秘儀の否定,False
209,f5e3c26c-c28c-455f-a682-2597e4b92d10,Arcane Laboratory,秘儀の研究室,False
210,0b633017-bfdf-47cd-a60f-c93816b47e9c,Arcane Teachings,秘儀の教示,False
211,8a7183cc-161c-444d-a889-a17519c8061b,Arcanis the Omnipotent,全能なる者アルカニス,False
212,cf438848-da86-4db6-b3b8-4dd8570be3b8,Archaeological Dig,遺跡発掘現場,False
213,9971697b-2acc-4bc2-a44e-074d03a51df7,Archangel,大天使,False
214,acab4fa9-d9ab-4a89-a50f-0cee9d7ca0c3,Archery Training,弓術の訓練,False
215,d137586f-83b0-40af-8100-443460b07ac0,Archivist,文書管理人,False
216,898f0824-cf4c-4e34-8407-9a32fdae6dcb,Arctic Foxes,,False
217,c56671e1-28a6-40c3-bad5-b5e617ddb7da,Arctic Merfolk,北極マーフォーク,False
218,c9e7218f-07f2-46f3-bc63-eb5c0d32538b,Arctic Wolves,北極狼,False
219,40960ec8-e3be-45f2-8d27-316d82c69123,Arcum's Sleigh,,False
220,b4e57fba-5fa3-4fd5-8f0a-7b61593ade72,Arcum's Weathervane,アーカムの風見,False
221,de691eed-d90b-48f9-bae4-f982767f2bfd,Arcum's Whistle,,False
222,23625877-b6db-480c-8885-a62b7d0457df,Ardent Militia,献身的民兵団,False
223,a56d301b-8f4c-4f12-8ee0-34c6b66faee0,Ardent Soldier,献身的兵士,False
224,12326d23-1fb5-4084-a23a-d6e2c90ea36c,Arena,闘技場,False
225,12584f75-77c1-4b6b-ae9d-1882792b6b94,Arena of the Ancients,古き者どもの闘技場,False
226,465843dc-57d0-46fd-ac47-238723034563,Arenson's Aura,アレンスンのオーラ,False
227,0b6c74a7-d7d3-4c05-84b1-bcb580bb476f,Argivian Find,アーギヴィーアの発見,False
228,d887919a-68d5-455d-977c-4f1f0b4b3141,Argivian Restoration,アーギヴィーアの修復術,False
229,b57f06e4-da97-4473-9fbf-f66e9129502a,Argothian Elder,アルゴスの古老,False
230,11f17f85-ca97-4551-838f-7cb32f0e5f10,Argothian Enchantress,アルゴスの女魔術師,False
231,bbf183bc-d502-4432-8202-f29f60c08396,Argothian Pixies,アルゴスのピクシー,False
232,80e08ee2-4272-4783-9a0d-90079600b594,Argothian Swine,アルゴスの猪,False
233,f8aa1893-60e5-439e-9316-872a9f6b6c94,Argothian Wurm,アルゴスのワーム,False
234,b4505b07-ac99-4706-88b2-6164389e447c,Ark of Blight,荒廃の箱,False
235,15397a59-70a8-441f-abf7-230405a1602b,Armadillo Cloak,アルマジロの外套,False
236,c9ed8b01-959a-47d6-891e-0abbdccf6e4f,Armageddon,ハルマゲドン,False
237,70d90ef4-0cda-405f-abf1-734fa909efa6,Armageddon Clock,終末の時計,False
238,da103316-2a85-4de9-8531-ac2cd2859d6f,Armistice,停戦,False
239,c284b1fd-f238-478a-bcf1-c4b8f32f11f3,Armor Sliver,鎧のスリヴァー,False
240,1c482b20-b423-48ef-b162-53960d43b4f7,Armor of Faith,信仰の鎧,False
241,31ead5a5-aa01-4601-8d3e-267b65fce3bb,Armor of Thorns,茨の鎧,False
242,637a10e8-4384-49a0-ad78-03da8930811e,Armored Galleon,装甲ガリオン船,False
243,ad3d6003-66d3-486d-aa54-ddce1adb5ff1,Armored Griffin,鎧のグリフィン,False
244,46752289-01e8-4839-8889-49db1efd2e1a,Armored Guardian,鎧を着た守護者,False
245,f097a059-5505-4c3c-b879-7853ab6972ed,Armored Pegasus,鎧のペガサス,False
246,7b75b74c-6003-4b34-bae3-2c9e2f880042,Armorer Guildmage,武具師ギルドの魔道士,False
247,8ebc4198-7317-4ffb-b8b8-14733c2077ff,Arms Dealer,武器商人,False
248,c39112ab-ee1f-4f00-b18b-692b5fe32b80,Army Ants,軍隊蟻,False
249,f2cedb38-12b0-4489-a62b-9b6a3776d695,Arnjlot's Ascent,,False
250,81728b98-8cf9-4734-a318-69184bb4d15c,Arrest,拘引,False
251,5edfe083-391b-41ae-ac4d-d648042cfa5e,Arrogant Vampire,尊大な吸血鬼,False
252,dc7f0c33-80ea-453e-a237-473f077f038e,Arrogant Wurm,尊大なワーム,False
253,e77e8768-3ea8-44f9-aba6-1e023e006946,Artifact Mutation,秘宝の突然変異,False
254,c5ab6dc9-34af-434f-ae8e-b2389ee6c5ae,Artificial Evolution,人工進化,False
255,e32c0de7-132d-4a39-85fb-da0ed1132878,Ascendant Evincar,隆盛なるエヴィンカー,False
256,67b4a4bc-0b02-4cef-b5c8-41c839eaf0cd,Ascending Aven,上昇するエイヴン,False
257,7246e3a0-f8b7-4c1b-ae75-a1eb8990a728,Ashen Firebeast,灰燼の火獣,False
258,46fbcbdf-73d0-4fa2-8db7-3b19bfc7ac22,Ashen Ghoul,灰燼のグール,False
259,d906965a-0f33-4d75-8abe-66f2cf4817b8,Ashen Powder,死灰の秘粉,False
260,944a52d9-bb14-43c5-8d05-2afaf023dc9f,Ashes to Ashes,灰は灰に,False
261,4d18bcba-a346-445e-a182-6cc30b7e066d,Ashnod's Altar,アシュノッドの供犠台,False
262,b5a390fd-2864-4481-84b4-41e8fac91a80,Ashnod's Battle Gear,アシュノッドの戦具,False
263,fdf4e4c3-fe17-4098-9f76-e98f3f00bd3e,Ashnod's Cylix,,False
264,1a8072c9-e2b8-4173-af88-ed0dd64d10fe,Ashnod's Transmogrant,アシュノッドの人体改造器,False
265,a0397f06-d557-4c9f-af89-238ab38ada3e,"Asmira, Holy Avenger",聖なる報復者アズマイラ,False
266,77b7277d-90a1-4774-a998-8c35c3f94e4a,Aspect of Wolf,狼の血,False
267,76da2150-34b9-4483-99df-131e1c5468d5,Assassin's Blade,暗殺者の凶刃,False
268,fcdeb83f-531c-4087-9254-7f19eb065f00,Assault // Battery,暴行 // 殴打 // Battery,False
269,8da9f975-519d-455a-80c1-2b468cad79a1,Assembly Hall,集会場,False
270,70f14b10-8129-4249-a267-8b4be5d9befa,Astral Slide,霊体の地滑り,False
271,ef8ac291-3789-4147-a11f-c62fd8566dbe,Astral Steel,鋼の霊体,False
272,d19567ac-1f52-40eb-b2cf-4c791823ec92,Astrolabe,,False
273,84587724-af96-4396-a0b3-1133d492d915,"Atalya, Samite Master",サマイトを総べる者アタリア,False
274,3095f2cf-05c3-4381-929f-c526b6fc30a7,Atog,エイトグ,False
275,b9fdb740-e5d7-4464-b378-2e0514ca28d8,Atogatog,アトガトグ,False
276,a85ee0cf-39ce-49f2-874a-f6f54ca1775f,Attrition,漸減,False
277,5ea46ccf-5e36-4889-bf64-00d4f327e9b2,Attunement,調律,False
278,4e3c3bdc-667d-42ec-b960-159a39c53cb3,Aura Blast,オーラの旋風,False
279,84100106-1f97-4859-aadd-a35796ee000f,Aura Extraction,オーラの摘出,False
280,128304af-4555-4276-bf26-638017beb3ff,Aura Flux,オーラの変転,False
281,3495d83a-b103-42be-8708-9ce971b352bd,Aura Fracture,オーラの破れ目,False
282,00317e4f-0228-469a-9789-fb6c39976860,Aura Graft,オーラの移植,False
283,19bb51dd-2b93-45f0-927d-bbafddadd0a3,Aura Mutation,オーラの突然変異,False
284,8d03d050-391c-4311-8c42-4ee632d40fdc,Aura Shards,オーラの破片,False
285,cf0936ea-2741-43a4-ad6a-a1258b54945b,Aura Thief,オーラ泥棒,False
286,e7faf8eb-e829-4109-8dfe-42865a23ba86,Aura of Silence,沈黙のオーラ,False
287,bd5eb181-6a69-4dc2-93a0-fa000291bc3d,Auramancer,オーラ術師,False
288,fe47535e-e50c-49ad-beda-46750d33e6f4,Auratog,オーラトグ,False
289,3d98a656-1737-486f-9b25-449b7c871d1f,Aurification,黄金化,False
290,3961ef7c-4eb4-482e-9cda-d49d6a29c5a9,Aurochs,オーロクス,False
291,4d74c735-8035-4c42-bfb1-1bc97e5bdd9a,Aurora Griffin,オーロラのグリフィン,False
292,82fb9834-de65-41a5-b908-f49668dee3ec,Auspicious Ancestor,恵みの祖霊,False
293,c8c868f8-19a5-4cc5-b769-aa382f7b97ad,Autumn Willow,,False
294,a349e526-882c-454f-ba79-ad17340f8153,Avalanche,,False
295,c9048d35-aff7-45ae-ae97-db89397b3e74,Avalanche Riders,なだれ乗り,False
